ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	36	0.855485905069128	1.51033534295563	0.0051973717359604	0.857139301513717	0.857139301513717	458	tags=8%, list=2%, signal=8%	11056/6232/8602
GOBP_DIENCEPHALON_DEVELOPMENT	GOBP_DIENCEPHALON_DEVELOPMENT	59	0.783353529957956	1.50592356957346	0.0061653495068204	0.857139301513717	0.857139301513717	859	tags=8%, list=4%, signal=8%	1392/190/116/2637/8820
GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	24	-0.874936741020878	-1.49436650610244	0.00714947732354528	0.857139301513717	0.857139301513717	1217	tags=17%, list=6%, signal=16%	8536/2932/3429/2010
GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	59	0.776535907355142	1.49281733059783	0.00707033117569956	0.857139301513717	0.857139301513717	1198	tags=5%, list=6%, signal=5%	2658/4856/8483
GOMF_CHEMOKINE_BINDING	GOMF_CHEMOKINE_BINDING	30	0.863679744172453	1.4903204570292	0.00764585441176093	0.857139301513717	0.857139301513717	764	tags=17%, list=4%, signal=16%	1235/1524/3690/1230/3146
GOBP_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS	33	0.850782299953318	1.48960231113299	0.00357905215495639	0.857139301513717	0.857139301513717	1175	tags=18%, list=6%, signal=17%	31/1737/1836/5160/47/5161
GOBP_LYTIC_VACUOLE_ORGANIZATION	GOBP_LYTIC_VACUOLE_ORGANIZATION	33	0.849347092251548	1.48708946065452	0.00401475246700749	0.857139301513717	0.857139301513717	1957	tags=24%, list=10%, signal=22%	7879/55/8546/1203/2055/3074/2475/1200
GOBP_CYTOLYSIS	GOBP_CYTOLYSIS	24	0.883498331436903	1.48587641000801	0.00376684618006277	0.857139301513717	0.857139301513717	854	tags=17%, list=4%, signal=16%	731/730/5320/8542
GOMF_STRUCTURAL_CONSTITUENT_OF_EYE_LENS	GOMF_STRUCTURAL_CONSTITUENT_OF_EYE_LENS	19	-0.889970988320759	-1.48566916568681	0.00821612051124284	0.857139301513717	0.857139301513717	738	tags=21%, list=4%, signal=20%	1417/1415/1427/4284
GOMF_G_PROTEIN_COUPLED_CHEMOATTRACTANT_RECEPTOR_ACTIVITY	GOMF_G_PROTEIN_COUPLED_CHEMOATTRACTANT_RECEPTOR_ACTIVITY	23	0.887421374392675	1.48260245071597	0.00509629409216817	0.857139301513717	0.857139301513717	760	tags=17%, list=4%, signal=17%	1235/1524/1230/2840
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	23	0.885745585166383	1.47980273314608	0.00585598097066109	0.857139301513717	0.857139301513717	112	tags=9%, list=1%, signal=9%	672/190
GOBP_REGULATION_OF_MACROPHAGE_MIGRATION	GOBP_REGULATION_OF_MACROPHAGE_MIGRATION	28	0.866151571538947	1.47874929742594	0.00939914873448758	0.857139301513717	0.857139301513717	790	tags=11%, list=4%, signal=10%	6376/1524/4345
GOBP_ACETYL_COA_METABOLIC_PROCESS	GOBP_ACETYL_COA_METABOLIC_PROCESS	25	0.879849326667213	1.47558749237198	0.00480439622090129	0.857139301513717	0.857139301513717	1175	tags=24%, list=6%, signal=23%	31/1737/4597/5160/47/5161
GOBP_HEPATOCYTE_DIFFERENTIATION	GOBP_HEPATOCYTE_DIFFERENTIATION	13	-0.946203907792816	-1.47305350872	0.000799278770945914	0.857139301513717	0.857139301513717	148	tags=23%, list=1%, signal=23%	5106/1373/6928
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	124	0.70925517271314	1.47256245578443	0.0030458538057826	0.857139301513717	0.857139301513717	1975	tags=12%, list=10%, signal=11%	1161/672/7919/4255/2264/10694/8550/3146/4204/8239/5609/2138/4216/472/6950
GOBP_OOCYTE_DIFFERENTIATION	GOBP_OOCYTE_DIFFERENTIATION	27	0.867431697968381	1.47009003184927	0.00714035529148703	0.857139301513717	0.857139301513717	797	tags=15%, list=4%, signal=14%	283/7784/3479/4880
GOMF_SNORNA_BINDING	GOMF_SNORNA_BINDING	17	0.920626008574959	1.46694322574429	0.00114600571543244	0.857139301513717	0.857139301513717	458	tags=12%, list=2%, signal=12%	9188/8602
GOBP_EMBRYONIC_EYE_MORPHOGENESIS	GOBP_EMBRYONIC_EYE_MORPHOGENESIS	24	0.871441163188293	1.46559854276748	0.00807985091434786	0.857139301513717	0.857139301513717	879	tags=12%, list=4%, signal=12%	2200/4237/10818
GOMF_FIBROBLAST_GROWTH_FACTOR_BINDING	GOMF_FIBROBLAST_GROWTH_FACTOR_BINDING	20	0.899332267460351	1.46507074980625	0.00363156733932514	0.857139301513717	0.857139301513717	865	tags=20%, list=4%, signal=19%	2264/3690/7049/9365
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION	GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION	19	0.9081113136772	1.46023097469792	0.00216298580127976	0.857139301513717	0.857139301513717	259	tags=11%, list=1%, signal=10%	6376/1524
GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING	GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING	16	-0.908798338968587	-1.45840798995578	0.00841322441118322	0.857139301513717	0.857139301513717	745	tags=19%, list=4%, signal=18%	5935/1153/6625
GOBP_GLOMERULAR_EPITHELIAL_CELL_DIFFERENTIATION	GOBP_GLOMERULAR_EPITHELIAL_CELL_DIFFERENTIATION	18	-0.887348562992714	-1.45832809511878	0.0090151110566396	0.857139301513717	0.857139301513717	258	tags=22%, list=1%, signal=22%	2302/3913/5800/2131
GOMF_C_C_CHEMOKINE_BINDING	GOMF_C_C_CHEMOKINE_BINDING	21	0.882894373294062	1.45408805259437	0.00844988318722576	0.857139301513717	0.857139301513717	720	tags=14%, list=4%, signal=14%	1235/1524/1230
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	96	0.714883506717024	1.45193260666438	0.00975023211580135	0.857139301513717	0.857139301513717	2251	tags=15%, list=11%, signal=13%	10870/867/1634/3479/2335/3952/5293/3480/2852/7124/4916/5270/2150/3791
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	126	0.697607359557807	1.45184508854374	0.00415373076447546	0.857139301513717	0.857139301513717	1172	tags=7%, list=6%, signal=7%	1395/1392/6376/1524/2332/114/9495/177/4204
GOCC_MYOFILAMENT	GOCC_MYOFILAMENT	16	0.917435554328527	1.44899039176589	0.00331612615910057	0.857139301513717	0.857139301513717	287	tags=12%, list=1%, signal=12%	7168/8736
GOBP_MOVEMENT_IN_HOST_ENVIRONMENT	GOBP_MOVEMENT_IN_HOST_ENVIRONMENT	134	0.692777129169121	1.44876887041596	0.00530214718287518	0.857139301513717	0.857139301513717	834	tags=8%, list=4%, signal=8%	941/2934/2060/3576/7879/6609/3690/6504/867/5359/7726
GOBP_TOXIN_METABOLIC_PROCESS	GOBP_TOXIN_METABOLIC_PROCESS	11	-0.935506682583471	-1.4405106513802	0.00967675265685236	0.857139301513717	0.857139301513717	276	tags=18%, list=1%, signal=18%	2326/1544
GOBP_NEGATIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	18	0.901871923835879	1.43950625276143	0.0076189660628367	0.857139301513717	0.857139301513717	887	tags=17%, list=4%, signal=16%	190/10613/11160
GOBP_ODONTOGENESIS	GOBP_ODONTOGENESIS	92	0.711942322707396	1.43422222586981	0.00860176430572486	0.857139301513717	0.857139301513717	800	tags=10%, list=4%, signal=9%	5654/9464/1277/1495/1441/362/3399/3912/5054
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	147	0.67599700139482	1.43010265734954	0.00803154861832138	0.857139301513717	0.857139301513717	1807	tags=10%, list=9%, signal=9%	2658/5654/283/5607/3690/5587/3146/3479/3912/8837/2475/5293/4830/2152
GOMF_ALKALI_METAL_ION_BINDING	GOMF_ALKALI_METAL_ION_BINDING	16	0.903962024522373	1.42771040633238	0.00983244282508452	0.857139301513717	0.857139301513717	87	tags=6%, list=0%, signal=6%	9759
GOCC_U12_TYPE_SPLICEOSOMAL_COMPLEX	GOCC_U12_TYPE_SPLICEOSOMAL_COMPLEX	14	0.933335710552317	1.42755059768507	0.00169191341376829	0.857139301513717	0.857139301513717	58	tags=14%, list=0%, signal=14%	11066/6633
GOBP_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY	GOBP_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY	16	0.903631534317163	1.42718843274017	0.00983244282508452	0.857139301513717	0.857139301513717	1177	tags=19%, list=6%, signal=18%	5567/114/5568
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	75	-0.689887768042858	-1.42552943804444	0.00842216445953178	0.857139301513717	0.857139301513717	1217	tags=8%, list=6%, signal=8%	1432/8536/2932/8021/3429/2010
GOCC_MICROTUBULE_PLUS_END	GOCC_MICROTUBULE_PLUS_END	10	0.953600266072205	1.42437430070011	0.00183258608901191	0.857139301513717	0.857139301513717	439	tags=20%, list=2%, signal=20%	6249/4926
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	11	0.947640953911097	1.41549516140313	0.00201959176115535	0.857139301513717	0.857139301513717	887	tags=36%, list=4%, signal=35%	672/10613/33/11160
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION	GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION	10	0.942185938334117	1.40732493980084	0.00557555011740719	0.857139301513717	0.857139301513717	806	tags=30%, list=4%, signal=29%	9587/4926/5359
GOMF_MICROTUBULE_PLUS_END_BINDING	GOMF_MICROTUBULE_PLUS_END_BINDING	10	0.941535105307098	1.40635280307782	0.00625136654714733	0.857139301513717	0.857139301513717	439	tags=30%, list=2%, signal=29%	5048/6249/4926
GOBP_RESPONSE_TO_ETHER	GOBP_RESPONSE_TO_ETHER	10	0.940727972366651	1.40514720419271	0.00679202021959436	0.857139301513717	0.857139301513717	69	tags=10%, list=0%, signal=10%	1392
GOMF_DYNEIN_COMPLEX_BINDING	GOMF_DYNEIN_COMPLEX_BINDING	14	0.918461384740864	1.40480009916431	0.00683465794839564	0.857139301513717	0.857139301513717	439	tags=29%, list=2%, signal=28%	636/5048/2332/4926
GOBP_G_PROTEIN_COUPLED_PURINERGIC_RECEPTOR_SIGNALING_PATHWAY	GOBP_G_PROTEIN_COUPLED_PURINERGIC_RECEPTOR_SIGNALING_PATHWAY	10	0.939038628392986	1.40262386372528	0.00781040869492723	0.857139301513717	0.857139301513717	178	tags=20%, list=1%, signal=20%	136/55
GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY	GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY	132	0.669227596074571	1.39668057381289	0.00905014295495254	0.857139301513717	0.857139301513717	2150	tags=13%, list=11%, signal=12%	1395/672/1392/190/10424/181/6752/8289/1668/7181/3275/5058/4306/2852/10521/1460/8284
GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM	GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM	11	0.930761183787786	1.39028177986181	0.00923711500631601	0.857139301513717	0.857139301513717	116	tags=18%, list=1%, signal=18%	1392/8945
GOMF_POTASSIUM_ION_BINDING	GOMF_POTASSIUM_ION_BINDING	11	0.929547432149395	1.38846879408466	0.00964165315567262	0.857139301513717	0.857139301513717	87	tags=9%, list=0%, signal=9%	9759
GOBP_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING	GOBP_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING	11	0.929320817072452	1.38813029821912	0.00977649926873954	0.857139301513717	0.857139301513717	83	tags=9%, list=0%, signal=9%	5567
GOBP_MUSCLE_ORGAN_DEVELOPMENT	GOBP_MUSCLE_ORGAN_DEVELOPMENT	210	0.612372751358728	1.32874132332916	0.0092420555715883	0.857139301513717	0.857139301513717	1400	tags=10%, list=7%, signal=9%	1144/9759/7168/8736/4207/7049/10660/905/1634/2006/2483/3399/3479/3792/3908/5562/2273/3235/8837/11023/3131
GOCC_CELL_BODY	GOCC_CELL_BODY	378	0.579749214632977	1.31300774325882	0.00503809097920019	0.857139301513717	0.857139301513717	889	tags=6%, list=4%, signal=6%	1161/1392/3375/6376/1136/5153/283/1524/5048/2332/4856/4926/8633/10694/114/116/181/3337/4345/5562/10519/11346
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE	GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE	29	-0.839864498728669	-1.48821207215678	0.0111654708969146	0.915235315908281	0.915235315908281	755	tags=21%, list=4%, signal=20%	2516/2901/602/2697/11015/3309
GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	76	0.744604968453471	1.4713582019471	0.0110420832447882	0.915235315908281	0.915235315908281	2251	tags=17%, list=11%, signal=15%	10870/867/1634/3479/2335/3952/5293/3480/2852/7124/4916/2150/3791
GOCC_SMALL_SUBUNIT_PROCESSOME	GOCC_SMALL_SUBUNIT_PROCESSOME	17	0.895018077159613	1.42613905427274	0.0107771736811017	0.915235315908281	0.915235315908281	458	tags=12%, list=2%, signal=12%	2091/8602
GOMF_INHIBITORY_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	GOMF_INHIBITORY_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	15	0.902965607246317	1.40323455872052	0.0108914609455319	0.915235315908281	0.915235315908281	94	tags=13%, list=0%, signal=13%	2743/2557
GOBP_REGULATION_OF_CHROMOSOME_SEPARATION	GOBP_REGULATION_OF_CHROMOSOME_SEPARATION	45	0.805030000838341	1.48666088349822	0.0201487314030251	0.970547855187372	0.970547855187372	2381	tags=18%, list=12%, signal=16%	4085/9587/4926/5359/990/472/9232/699
GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	35	-0.802794875613161	-1.48632830450686	0.0317405077655314	0.970547855187372	0.970547855187372	745	tags=9%, list=4%, signal=8%	10247/1153/6625
GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION	GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION	28	-0.840556808506269	-1.48393968974938	0.0158086287702799	0.970547855187372	0.970547855187372	1524	tags=25%, list=8%, signal=23%	2192/4254/5610/7424/2697/1636/8091
GOBP_DENDRITIC_SPINE_MORPHOGENESIS	GOBP_DENDRITIC_SPINE_MORPHOGENESIS	36	-0.792849246125259	-1.47640024366245	0.021503892008535	0.970547855187372	0.970547855187372	1353	tags=11%, list=7%, signal=10%	998/10059/2049/7074
GOBP_BLASTOCYST_DEVELOPMENT	GOBP_BLASTOCYST_DEVELOPMENT	46	0.792772782275159	1.4657753001113	0.0184002815596768	0.970547855187372	0.970547855187372	770	tags=7%, list=4%, signal=6%	1999/7784/3479
GOBP_CHROMOSOME_SEPARATION	GOBP_CHROMOSOME_SEPARATION	53	0.774780088946917	1.4642107711836	0.0211904931368375	0.970547855187372	0.970547855187372	2381	tags=15%, list=12%, signal=13%	4085/9587/4926/5359/990/472/9232/699
GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	64	0.753668593856767	1.46317154741114	0.0156828629957564	0.970547855187372	0.970547855187372	1146	tags=9%, list=6%, signal=9%	1144/2557/1630/747/1000/1008
GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION	GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION	22	-0.862774687115321	-1.46256199920217	0.015824288756913	0.970547855187372	0.970547855187372	265	tags=14%, list=1%, signal=13%	11277/3014/3309
GOBP_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	GOBP_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	63	0.752587440267678	1.4603104719557	0.0162130849235363	0.970547855187372	0.970547855187372	2533	tags=17%, list=12%, signal=15%	5654/9464/1495/1441/5054/760/4038/7189/1746/265/1745
GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	46	0.789288439173857	1.4593330203444	0.0196028977426658	0.970547855187372	0.970547855187372	1975	tags=17%, list=10%, signal=16%	7919/2264/10694/8550/5609/4216/472/6950
GOBP_NEGATIVE_CHEMOTAXIS	GOBP_NEGATIVE_CHEMOTAXIS	31	0.843318760469468	1.4586824205952	0.0256141576523792	0.970547855187372	0.970547855187372	459	tags=10%, list=2%, signal=9%	6092/3690/8633
GOBP_GLOMERULAR_EPITHELIUM_DEVELOPMENT	GOBP_GLOMERULAR_EPITHELIUM_DEVELOPMENT	21	-0.866936129041962	-1.45831306776256	0.0151499289657332	0.970547855187372	0.970547855187372	258	tags=19%, list=1%, signal=19%	2302/3913/5800/2131
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	37	-0.772172129819583	-1.45472126256198	0.038236548219131	0.970547855187372	0.970547855187372	992	tags=11%, list=5%, signal=10%	8517/6233/7353/9958
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT	GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT	26	0.861197666186962	1.45146540157682	0.0131482139222141	0.970547855187372	0.970547855187372	430	tags=12%, list=2%, signal=11%	2060/163/3690
GOBP_MESENCHYMAL_CELL_PROLIFERATION	GOBP_MESENCHYMAL_CELL_PROLIFERATION	34	0.828307682066018	1.45144150284217	0.0303757097045372	0.970547855187372	0.970547855187372	291	tags=6%, list=1%, signal=6%	2294/9464
GOMF_NEUROPEPTIDE_RECEPTOR_BINDING	GOMF_NEUROPEPTIDE_RECEPTOR_BINDING	26	0.86000825651894	1.44946076657929	0.0136588084302007	0.970547855187372	0.970547855187372	694	tags=19%, list=3%, signal=19%	1392/1908/5367/116/181
GOCC_MEDIATOR_COMPLEX	GOCC_MEDIATOR_COMPLEX	22	-0.852682195900112	-1.44545336777256	0.024342358723344	0.970547855187372	0.970547855187372	122	tags=14%, list=1%, signal=14%	9441/1024/9477
GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM	GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM	44	0.783286287277362	1.4426229009705	0.0327896474224292	0.970547855187372	0.970547855187372	2640	tags=23%, list=13%, signal=20%	8546/10800/2006/4204/1906/4923/1909/6939/401/669
GOCC_AXONAL_GROWTH_CONE	GOCC_AXONAL_GROWTH_CONE	17	-0.886311076715589	-1.44220286495667	0.0169400208563537	0.970547855187372	0.970547855187372	240	tags=18%, list=1%, signal=17%	3799/9344/7074
GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION	GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION	47	0.778983676101596	1.44083698202745	0.029730976032246	0.970547855187372	0.970547855187372	790	tags=9%, list=4%, signal=8%	1392/4856/1595/4345
GOBP_ATRIOVENTRICULAR_VALVE_DEVELOPMENT	GOBP_ATRIOVENTRICULAR_VALVE_DEVELOPMENT	20	-0.86060973028284	-1.4398314365974	0.0283087337656085	0.970547855187372	0.970547855187372	1022	tags=15%, list=5%, signal=14%	8642/3491/2626
GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	44	0.781570748605618	1.43946329583563	0.0337611750187713	0.970547855187372	0.970547855187372	451	tags=5%, list=2%, signal=4%	7168/7049
GOBP_RESPONSE_TO_ESTROGEN	GOBP_RESPONSE_TO_ESTROGEN	58	0.748920964658819	1.43834840221429	0.0328237301030745	0.970547855187372	0.970547855187372	349	tags=7%, list=2%, signal=7%	672/1392/2155/1495
GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR	GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR	37	0.81016160988553	1.43765224395021	0.0339979761381637	0.970547855187372	0.970547855187372	1203	tags=11%, list=6%, signal=10%	1277/867/1915/8837
GOBP_REGULATION_OF_RECEPTOR_BINDING	GOBP_REGULATION_OF_RECEPTOR_BINDING	19	-0.860965774255043	-1.43724943881134	0.0294834141192862	0.970547855187372	0.970547855187372	758	tags=21%, list=4%, signal=20%	3077/489/4015/5334
GOMF_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY	GOMF_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY	19	-0.860962703150618	-1.43724431207664	0.0294834141192862	0.970547855187372	0.970547855187372	991	tags=16%, list=5%, signal=15%	610/6324/8911
GOBP_MACROPHAGE_MIGRATION	GOBP_MACROPHAGE_MIGRATION	36	0.813427364171943	1.43608221918847	0.0336068976199544	0.970547855187372	0.970547855187372	790	tags=8%, list=4%, signal=8%	6376/1524/4345
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	35	0.812779794116837	1.43553231922491	0.0303705843028986	0.970547855187372	0.970547855187372	2152	tags=20%, list=11%, signal=18%	2537/5607/1495/2138/7124/7015/598
GOCC_NUCLEAR_INNER_MEMBRANE	GOCC_NUCLEAR_INNER_MEMBRANE	30	-0.802162680327334	-1.43532292493088	0.0331454202576199	0.970547855187372	0.970547855187372	260	tags=10%, list=1%, signal=10%	3930/3429/2010
GOBP_MATURATION_OF_SSU_RRNA	GOBP_MATURATION_OF_SSU_RRNA	20	0.880865607780773	1.43498736024926	0.0136128151208789	0.970547855187372	0.970547855187372	458	tags=10%, list=2%, signal=10%	11056/8602
