_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-3.2,COVID208,M1,1,0,COVID,200,Proteome_Li_Urine-recovery-vs-healthy_Up,,-3.2,10,5.9,30284,152,76,4,5.3,2.6,290|7032|7412|9518,ANPEP|TFF2|VCAM1|GDF15,-0.85,0
1,-3.2,COVID189,M1,1,0,COVID,200,RNA_Stukalov_A549-ACE2_18h_Up,,-3.2,18,7,30284,66,76,3,3.9,2.2,2069|8605|25976,EREG|PLA2G4C|TIPARP,-0.85,0
1,-3,COVID237,M1,1,0,COVID,200,Proteome_Klann_Caco-2_24h_Up,,-3,16,6.4,30284,76,76,3,3.9,2.2,4938|9518|23764,OAS1|GDF15|MAFF,-0.76,0
1,-3,COVID243,M1,1,0,COVID,200,RNA_Riva_Vero-E6_24h_Up,,-3,6.6,4.9,30284,300,76,5,6.6,2.8,8605|8878|9962|23764|25976,PLA2G4C|SQSTM1|SLC23A2|MAFF|TIPARP,-0.75,0
1,-2.9,COVID202,M1,1,0,COVID,200,RNA_Vanderheiden_pHAE_48h_Down,,-2.9,8.4,5.1,30284,189,76,4,5.3,2.6,218|360|3910|84913,ALDH3A1|AQP3|LAMA4|ATOH8,-0.65,0
1,-2.7,COVID046,M1,1,0,COVID,200,RNA_Wyler_Caco-2_24h_Up,,-2.7,13,5.7,30284,95,76,3,3.9,2.2,1543|8605|25976,CYP1A1|PLA2G4C|TIPARP,-0.56,0
1,-2.4,COVID043,M1,1,0,COVID,200,RNA_Wyler_Caco-2_12h_Down,,-2.4,9.7,4.9,30284,123,76,3,3.9,2.2,1543|1545|9518,CYP1A1|CYP1B1|GDF15,-0.35,0
1,-2.4,COVID135,M1,1,0,COVID,200,Proteome_Stukalov_A549-ACE2_24h_Up,,-2.4,9.1,4.7,30284,131,76,3,3.9,2.2,218|6520|8878,ALDH3A1|SLC3A2|SQSTM1,-0.3,0
1,-2.3,COVID022,M1,1,0,COVID,200,RNA_Keller_B-cells-CD21pos_infection_Up,,-2.3,5.9,4.1,30284,269,76,4,5.3,2.6,4938|5743|219855|102724428,OAS1|PTGS2|SLC37A2|LOC102724428,-0.29,0
1,-2.2,COVID006,M1,1,0,COVID,200,RNA_Appelberg_Huh-7_72h_Up,,-2.2,5.3,3.8,30284,300,76,4,5.3,2.6,1543|3484|120224|342035,CYP1A1|IGFBP1|TMEM45B|GLDN,-0.18,0
1,-2.2,COVID008,M1,1,0,COVID,200,RNA_Blanco-Melo_A549_Up,,-2.2,5.3,3.8,30284,300,76,4,5.3,2.6,1545|2069|23764|25976,CYP1B1|EREG|MAFF|TIPARP,-0.18,0
1,-2.2,COVID048,M1,1,0,COVID,200,RNA_Wyler_Calu-3_12h_Up,,-2.2,5.3,3.8,30284,300,76,4,5.3,2.6,2635|4938|5743|25976,GBP3|OAS1|PTGS2|TIPARP,-0.18,0
1,-2.2,COVID124,M1,1,0,COVID,200,Interactome_Stukalov_A549_72h_ORF3,,-2.2,5.3,3.8,30284,300,76,4,5.3,2.6,1917|9962|10723|25987,EEF1A2|SLC23A2|SLC12A7|TSKU,-0.18,0
1,-2.2,COVID199,M1,1,0,COVID,200,Ubiquitinome_Stukalov_A549-ACE2_24h_Up,,-2.2,5.3,3.8,30284,300,76,4,5.3,2.6,1917|6520|8140|8878,EEF1A2|SLC3A2|SLC7A5|SQSTM1,-0.18,0
1,-2.2,COVID383,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_ORF3B,,-2.2,5.3,3.8,30284,300,76,4,5.3,2.6,6520|8140|8878|10723,SLC3A2|SLC7A5|SQSTM1|SLC12A7,-0.18,0
1,-2.2,COVID385,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_ORF7A,,-2.2,5.3,3.8,30284,300,76,4,5.3,2.6,8140|8878|9962|10723,SLC7A5|SQSTM1|SLC23A2|SLC12A7,-0.18,0
1,-2.2,COVID389,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_ORF9C,,-2.2,5.3,3.8,30284,300,76,4,5.3,2.6,6520|8140|10723|79152,SLC3A2|SLC7A5|SLC12A7|FA2H,-0.18,0
