_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-5.2,C0242216,M1,1,0,DisGeNET,35,Biliary calculi,,-5.2,33,11,30284,48,76,4,5.3,2.6,290|4586|11015|54658,ANPEP|MUC5AC|KDELR3|UGT1A1,-2,0
1,-5.1,C0878500,M1,1,0,DisGeNET,35,Intraepithelial Neoplasia,,-5.1,13,8.1,30284,186,76,6,7.9,3.1,360|2069|4586|5743|7053|8140,AQP3|EREG|MUC5AC|PTGS2|TGM3|SLC7A5,-2,0
1,-5.1,C0376618,M1,1,0,DisGeNET,35,Endotoxemia,,-5.1,7.9,7,30284,401,76,8,11,3.5,2069|3484|5743|7412|7433|8856|8878|11093,EREG|IGFBP1|PTGS2|VCAM1|VIPR1|NR1I2|SQSTM1|ADAMTS13,-2,0
1,-5.1,C0338106,M1,1,0,DisGeNET,35,Adenocarcinoma of colon,,-5.1,7.9,7,30284,406,76,8,11,3.5,290|1543|4586|5465|5743|8856|54658|102724428,ANPEP|CYP1A1|MUC5AC|PPARA|PTGS2|NR1I2|UGT1A1|LOC102724428,-2,0
1,-5.1,C0334233,M1,1,0,DisGeNET,35,Pleomorphic carcinoma,,-5.1,75,15,30284,16,76,3,3.9,2.2,1543|6520|8140,CYP1A1|SLC3A2|SLC7A5,-2,0
1,-5,C1963943,M1,1,0,DisGeNET,35,Atherothrombosis,,-5,17,8.8,30284,115,76,5,6.6,2.8,5743|6520|7412|8856|9518,PTGS2|SLC3A2|VCAM1|NR1I2|GDF15,-1.9,0
1,-4.9,C0202236,M1,1,0,DisGeNET,35,Triglycerides measurement,,-4.9,6.4,6.5,30284,563,76,9,12,3.7,1543|4862|6581|7412|8605|23042|23764|51291|54658,CYP1A1|NPAS2|SLC22A3|VCAM1|PLA2G4C|PDXDC1|MAFF|GMIP|UGT1A1,-1.9,0
1,-4.9,C0524910,M1,1,0,DisGeNET,35,"Hepatitis C, Chronic",,-4.9,7.4,6.7,30284,430,76,8,11,3.5,1543|1591|4938|5465|5743|7433|8856|54658,CYP1A1|CYP24A1|OAS1|PPARA|PTGS2|VIPR1|NR1I2|UGT1A1,-1.9,0
1,-4.6,C0007107,M1,1,0,DisGeNET,35,Malignant neoplasm of larynx,,-4.6,8,6.6,30284,349,76,7,9.2,3.3,1543|1545|5743|6520|8140|8878|54658,CYP1A1|CYP1B1|PTGS2|SLC3A2|SLC7A5|SQSTM1|UGT1A1,-1.6,0
1,-4.5,C4733092,M1,1,0,DisGeNET,35,estrogen receptor-negative breast cancer,,-4.5,7.8,6.5,30284,356,76,7,9.2,3.3,1543|1545|1591|5743|51703|54658|399665,CYP1A1|CYP1B1|CYP24A1|PTGS2|ACSL5|UGT1A1|EEIG1,-1.5,0
1,-4.5,C0023532,M1,1,0,DisGeNET,35,"Leukoplakia, Oral",,-4.5,14,7.7,30284,144,76,5,6.6,2.8,1543|1545|5743|7053|102724428,CYP1A1|CYP1B1|PTGS2|TGM3|LOC102724428,-1.5,0
1,-4.5,C1859807,M1,1,0,DisGeNET,35,"AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder)",,-4.5,48,12,30284,25,76,3,3.9,2.2,6654|8878|259173,SOS1|SQSTM1|ALS2CL,-1.5,0
1,-4.5,C0011603,M1,1,0,DisGeNET,35,Dermatitis,,-4.5,6.4,6.1,30284,496,76,8,11,3.5,2069|2838|5465|5743|7053|7412|8140|8856,EREG|GPR15|PPARA|PTGS2|TGM3|VCAM1|SLC7A5|NR1I2,-1.5,0
1,-4.4,C0037286,M1,1,0,DisGeNET,35,Skin Neoplasms,,-4.4,7.7,6.4,30284,363,76,7,9.2,3.3,360|2069|5743|6654|7412|8856|8878,AQP3|EREG|PTGS2|SOS1|VCAM1|NR1I2|SQSTM1,-1.5,0
1,-4.4,C0740457,M1,1,0,DisGeNET,35,Malignant neoplasm of kidney,,-4.4,5.4,5.8,30284,664,76,9,12,3.7,1543|1545|4862|5743|6520|6581|8856|8878|80274,CYP1A1|CYP1B1|NPAS2|PTGS2|SLC3A2|SLC22A3|NR1I2|SQSTM1|SCUBE1,-1.5,0
1,-4.3,C1527390,M1,1,0,DisGeNET,35,"Neoplasms, Intracranial",,-4.3,13,7.4,30284,157,76,5,6.6,2.8,1545|4938|5465|5743|9518,CYP1B1|OAS1|PPARA|PTGS2|GDF15,-1.4,0
1,-4.3,C3875321,M1,1,0,DisGeNET,35,Inflammatory dermatosis,,-4.3,7.3,6.2,30284,382,76,7,9.2,3.3,2069|5465|5743|7053|7412|8140|8856,EREG|PPARA|PTGS2|TGM3|VCAM1|SLC7A5|NR1I2,-1.4,0
1,-4.3,C0031099,M1,1,0,DisGeNET,35,Periodontitis,,-4.3,5.3,5.7,30284,679,76,9,12,3.7,290|360|1543|1545|5465|5743|7412|8856|8878,ANPEP|AQP3|CYP1A1|CYP1B1|PPARA|PTGS2|VCAM1|NR1I2|SQSTM1,-1.4,0
1,-4.3,C0014170,M1,1,0,DisGeNET,35,Endometrial Neoplasms,,-4.3,9.2,6.6,30284,261,76,6,7.9,3.1,1543|1545|3484|5743|8856|54658,CYP1A1|CYP1B1|IGFBP1|PTGS2|NR1I2|UGT1A1,-1.4,0
1,-4.3,C0155490,M1,1,0,DisGeNET,35,Middle Ear Cholesteatoma,,-4.3,41,11,30284,29,76,3,3.9,2.2,2069|5743|6581,EREG|PTGS2|SLC22A3,-1.4,0
1,-4.2,C0860207,M1,1,0,DisGeNET,35,Drug-Induced Liver Disease,,-4.2,5.9,5.8,30284,537,76,8,11,3.5,1543|4938|5465|5743|8856|9615|54658|84913,CYP1A1|OAS1|PPARA|PTGS2|NR1I2|GDA|UGT1A1|ATOH8,-1.4,0
1,-4.2,C4551686,M1,1,0,DisGeNET,35,Malignant neoplasm of soft tissue,,-4.2,5.1,5.5,30284,699,76,9,12,3.7,4862|5743|6550|7433|9424|9518|54658|57491|102724428,NPAS2|PTGS2|SLC9A3|VIPR1|KCNK6|GDF15|UGT1A1|AHRR|LOC102724428,-1.4,0
1,-4.2,C0024115,M1,1,0,DisGeNET,35,Lung diseases,,-4.2,5.1,5.5,30284,700,76,9,12,3.7,1543|2069|4586|5465|5743|6550|7032|8856|57491,CYP1A1|EREG|MUC5AC|PPARA|PTGS2|SLC9A3|TFF2|NR1I2|AHRR,-1.4,0
1,-4.2,C0013221,M1,1,0,DisGeNET,35,Drug toxicity,,-4.2,19,8.2,30284,86,76,4,5.3,2.6,3484|5465|5743|54658,IGFBP1|PPARA|PTGS2|UGT1A1,-1.4,0
1,-4.2,C0041755,M1,1,0,DisGeNET,35,Adverse reaction to drug,,-4.2,18,8.1,30284,87,76,4,5.3,2.6,3484|5465|5743|54658,IGFBP1|PPARA|PTGS2|UGT1A1,-1.4,0
1,-4.2,C1519689,M1,1,0,DisGeNET,35,Tumor Promotion,,-4.2,12,7,30284,170,76,5,6.6,2.8,1543|2069|5743|6520|8856,CYP1A1|EREG|PTGS2|SLC3A2|NR1I2,-1.4,0
1,-4.1,C0023267,M1,1,0,DisGeNET,35,Fibroid Tumor,,-4.1,6.8,5.9,30284,413,76,7,9.2,3.3,1543|1545|3484|5743|6520|8140|8878,CYP1A1|CYP1B1|IGFBP1|PTGS2|SLC3A2|SLC7A5|SQSTM1,-1.3,0
1,-4.1,C0018552,M1,1,0,DisGeNET,35,Hamartoma,,-4.1,18,7.9,30284,91,76,4,5.3,2.6,1543|2069|3910|5743,CYP1A1|EREG|LAMA4|PTGS2,-1.3,0
1,-4.1,C0740277,M1,1,0,DisGeNET,35,Bile duct carcinoma,,-4.1,18,7.9,30284,91,76,4,5.3,2.6,1543|5743|8140|8856,CYP1A1|PTGS2|SLC7A5|NR1I2,-1.3,0
1,-4.1,C0266929,M1,1,0,DisGeNET,35,Chronic Periodontitis,,-4.1,8.3,6.3,30284,287,76,6,7.9,3.1,360|5743|7053|7412|8856|9962,AQP3|PTGS2|TGM3|VCAM1|NR1I2|SLC23A2,-1.3,0
1,-4,C0042133,M1,1,0,DisGeNET,35,Uterine Fibroids,,-4,5.6,5.6,30284,569,76,8,11,3.5,1543|1545|1591|3484|5743|6520|8140|8878,CYP1A1|CYP1B1|CYP24A1|IGFBP1|PTGS2|SLC3A2|SLC7A5|SQSTM1,-1.3,0
1,-4,C0024305,M1,1,0,DisGeNET,35,"Lymphoma, Non-Hodgkin",,-4,4.9,5.4,30284,733,76,9,12,3.7,290|1543|1545|1591|4862|5743|7412|7433|9962,ANPEP|CYP1A1|CYP1B1|CYP24A1|NPAS2|PTGS2|VCAM1|VIPR1|SLC23A2,-1.3,0
1,-4,C0332840,M1,1,0,DisGeNET,35,Amputated structure (morphologic abnormality),,-4,17,7.8,30284,94,76,4,5.3,2.6,5743|8856|9518|11093,PTGS2|NR1I2|GDF15|ADAMTS13,-1.3,0
1,-4,C0278488,M1,1,0,DisGeNET,35,Carcinoma breast stage IV,,-4,5.6,5.5,30284,573,76,8,11,3.5,1543|5743|6520|6581|7412|8856|8878|54658,CYP1A1|PTGS2|SLC3A2|SLC22A3|VCAM1|NR1I2|SQSTM1|UGT1A1,-1.3,0
1,-4,C0017185,M1,1,0,DisGeNET,35,Gastrointestinal Neoplasms,,-4,11,6.8,30284,182,76,5,6.6,2.8,4586|5743|7433|8856|9518,MUC5AC|PTGS2|VIPR1|NR1I2|GDF15,-1.3,0
1,-4,C0154251,M1,1,0,DisGeNET,35,Lipid Metabolism Disorders,,-4,17,7.7,30284,95,76,4,5.3,2.6,1545|3032|5465|8856,CYP1B1|HADHB|PPARA|NR1I2,-1.3,0
1,-4,C4552766,M1,1,0,DisGeNET,35,Miscarriage,,-4,6.5,5.8,30284,426,76,7,9.2,3.3,1543|1545|1591|3484|3910|7412|11093,CYP1A1|CYP1B1|CYP24A1|IGFBP1|LAMA4|VCAM1|ADAMTS13,-1.3,0
1,-4,C0011175,M1,1,0,DisGeNET,35,Dehydration,,-4,8.1,6.2,30284,295,76,6,7.9,3.1,360|1591|4586|8856|25987|54658,AQP3|CYP24A1|MUC5AC|NR1I2|TSKU|UGT1A1,-1.3,0
1,-4,C0022665,M1,1,0,DisGeNET,35,Kidney Neoplasm,,-4,8.1,6.2,30284,295,76,6,7.9,3.1,290|1543|1545|5743|7412|80274,ANPEP|CYP1A1|CYP1B1|PTGS2|VCAM1|SCUBE1,-1.3,0
1,-4,C0011615,M1,1,0,DisGeNET,35,"Dermatitis, Atopic",,-4,4.8,5.3,30284,750,76,9,12,3.7,360|1543|1591|5465|5743|7053|7412|8856|79152,AQP3|CYP1A1|CYP24A1|PPARA|PTGS2|TGM3|VCAM1|NR1I2|FA2H,-1.3,0
1,-4,C0262401,M1,1,0,DisGeNET,35,Carcinoma of ampulla of Vater,,-4,32,9.6,30284,37,76,3,3.9,2.2,1543|4586|5743,CYP1A1|MUC5AC|PTGS2,-1.3,0
1,-3.9,C0000786,M1,1,0,DisGeNET,35,Spontaneous abortion,,-3.9,11,6.6,30284,188,76,5,6.6,2.8,1543|1545|1591|3484|3910,CYP1A1|CYP1B1|CYP24A1|IGFBP1|LAMA4,-1.3,0
1,-3.9,C0153381,M1,1,0,DisGeNET,35,Malignant neoplasm of mouth,,-3.9,4.7,5.2,30284,756,76,9,12,3.7,360|1543|1545|1591|5465|5743|8878|9518|57491,AQP3|CYP1A1|CYP1B1|CYP24A1|PPARA|PTGS2|SQSTM1|GDF15|AHRR,-1.3,0
1,-3.9,C0948089,M1,1,0,DisGeNET,35,Acute Coronary Syndrome,,-3.9,6.4,5.7,30284,439,76,7,9.2,3.3,1543|5465|5743|7412|9518|9962|51703,CYP1A1|PPARA|PTGS2|VCAM1|GDF15|SLC23A2|ACSL5,-1.3,0
1,-3.9,C0948780,M1,1,0,DisGeNET,35,Rhinosinusitis,,-3.9,31,9.4,30284,38,76,3,3.9,2.2,4586|5743|8856,MUC5AC|PTGS2|NR1I2,-1.3,0
1,-3.9,C0271650,M1,1,0,DisGeNET,35,Impaired glucose tolerance,,-3.9,5.3,5.4,30284,596,76,8,11,3.5,290|1545|3484|5465|7412|8856|9518|64838,ANPEP|CYP1B1|IGFBP1|PPARA|VCAM1|NR1I2|GDF15|FNDC4,-1.3,0
1,-3.9,C0023531,M1,1,0,DisGeNET,35,Leukoplakia,,-3.9,16,7.4,30284,102,76,4,5.3,2.6,1543|5743|7053|102724428,CYP1A1|PTGS2|TGM3|LOC102724428,-1.3,0
1,-3.9,C0341439,M1,1,0,DisGeNET,35,Chronic liver disease,,-3.9,10,6.5,30284,196,76,5,6.6,2.8,1543|3484|7412|9518|54658,CYP1A1|IGFBP1|VCAM1|GDF15|UGT1A1,-1.3,0
1,-3.8,C0035242,M1,1,0,DisGeNET,35,Respiratory Tract Diseases,,-3.8,10,6.4,30284,198,76,5,6.6,2.8,1545|4586|5743|6581|54658,CYP1B1|MUC5AC|PTGS2|SLC22A3|UGT1A1,-1.2,0
1,-3.8,C0595989,M1,1,0,DisGeNET,35,Carcinoma of larynx,,-3.8,6.1,5.5,30284,456,76,7,9.2,3.3,1543|1545|5743|6520|8140|8878|54658,CYP1A1|CYP1B1|PTGS2|SLC3A2|SLC7A5|SQSTM1|UGT1A1,-1.2,0
1,-3.8,C1704436,M1,1,0,DisGeNET,35,Peripheral Arterial Diseases,,-3.8,7.5,5.8,30284,319,76,6,7.9,3.1,5743|7412|8856|9518|11093|54658,PTGS2|VCAM1|NR1I2|GDF15|ADAMTS13|UGT1A1,-1.2,0
1,-3.8,C1333001,M1,1,0,DisGeNET,35,Childhood Renal Cell Carcinoma,,-3.8,15,7.2,30284,107,76,4,5.3,2.6,1543|1545|6520|80274,CYP1A1|CYP1B1|SLC3A2|SCUBE1,-1.2,0
1,-3.8,C0004623,M1,1,0,DisGeNET,35,Bacterial Infections,,-3.8,5.2,5.3,30284,616,76,8,11,3.5,4586|4938|5465|5743|6520|8140|8856|11093,MUC5AC|OAS1|PPARA|PTGS2|SLC3A2|SLC7A5|NR1I2|ADAMTS13,-1.2,0
1,-3.8,C0000822,M1,1,0,DisGeNET,35,"Abortion, Tubal",,-3.8,15,7.1,30284,109,76,4,5.3,2.6,1543|1591|3484|3910,CYP1A1|CYP24A1|IGFBP1|LAMA4,-1.2,0
1,-3.8,C3830362,M1,1,0,DisGeNET,35,Early Pregnancy Loss,,-3.8,15,7.1,30284,109,76,4,5.3,2.6,1543|1591|3484|3910,CYP1A1|CYP24A1|IGFBP1|LAMA4,-1.2,0
1,-3.7,C0035204,M1,1,0,DisGeNET,35,Respiration Disorders,,-3.7,9.6,6.2,30284,208,76,5,6.6,2.8,2069|4586|5743|6581|54658,EREG|MUC5AC|PTGS2|SLC22A3|UGT1A1,-1.2,0
1,-3.7,C0021831,M1,1,0,DisGeNET,35,Intestinal Diseases,,-3.7,9.5,6.2,30284,209,76,5,6.6,2.8,4586|5465|5743|6550|8856,MUC5AC|PPARA|PTGS2|SLC9A3|NR1I2,-1.2,0
1,-3.7,C0002152,M1,1,0,DisGeNET,35,Alloxan Diabetes,,-3.7,14,7,30284,112,76,4,5.3,2.6,1543|5465|5743|6550,CYP1A1|PPARA|PTGS2|SLC9A3,-1.2,0
1,-3.7,C0038433,M1,1,0,DisGeNET,35,Streptozotocin Diabetes,,-3.7,14,7,30284,112,76,4,5.3,2.6,1543|5465|5743|6550,CYP1A1|PPARA|PTGS2|SLC9A3,-1.2,0
1,-3.7,C0004763,M1,1,0,DisGeNET,35,Barrett Esophagus,,-3.7,5.8,5.3,30284,478,76,7,9.2,3.3,290|4586|5743|7032|7412|8856|9518,ANPEP|MUC5AC|PTGS2|TFF2|VCAM1|NR1I2|GDF15,-1.2,0
1,-3.6,C1443924,M1,1,0,DisGeNET,35,Severe diarrhea,,-3.6,25,8.4,30284,47,76,3,3.9,2.2,360|6550|54658,AQP3|SLC9A3|UGT1A1,-1.1,0
1,-3.6,C3714514,M1,1,0,DisGeNET,35,Infection,,-3.6,5.7,5.2,30284,491,76,7,9.2,3.3,290|4938|5465|5743|7032|7412|7433,ANPEP|OAS1|PPARA|PTGS2|TFF2|VCAM1|VIPR1,-1.1,0
1,-3.6,C0020476,M1,1,0,DisGeNET,35,Hyperlipoproteinemias,,-3.6,24,8.2,30284,49,76,3,3.9,2.2,5465|7412|84699,PPARA|VCAM1|CREB3L3,-1.1,0
1,-3.6,C2216702,M1,1,0,DisGeNET,35,malignant neoplasm of breast staging,,-3.6,24,8.2,30284,49,76,3,3.9,2.2,1917|5743|7412,EEF1A2|PTGS2|VCAM1,-1.1,0
1,-3.6,C2316810,M1,1,0,DisGeNET,35,Chronic kidney disease stage 5,,-3.6,4.8,5,30284,665,76,8,11,3.5,1543|1591|3484|5465|5743|6550|7477|11093,CYP1A1|CYP24A1|IGFBP1|PPARA|PTGS2|SLC9A3|WNT7B|ADAMTS13,-1.1,0
1,-3.5,C0236734,M1,1,0,DisGeNET,35,Caffeine related disorders,,-3.5,6.7,5.4,30284,359,76,6,7.9,3.1,1543|1917|5743|8856|8878|54658,CYP1A1|EEF1A2|PTGS2|NR1I2|SQSTM1|UGT1A1,-1,0
1,-3.5,C0007820,M1,1,0,DisGeNET,35,Cerebrovascular Disorders,,-3.5,8.6,5.8,30284,233,76,5,6.6,2.8,5743|7412|9518|11093|54658,PTGS2|VCAM1|GDF15|ADAMTS13|UGT1A1,-1,0
1,-3.5,C0025568,M1,1,0,DisGeNET,35,Metaplasia,,-3.5,23,8,30284,52,76,3,3.9,2.2,5743|9518|51703,PTGS2|GDF15|ACSL5,-1,0
1,-3.5,C0022672,M1,1,0,DisGeNET,35,Acute Kidney Tubular Necrosis,,-3.5,23,7.9,30284,53,76,3,3.9,2.2,5465|5743|6550,PPARA|PTGS2|SLC9A3,-1,0
1,-3.4,C0022346,M1,1,0,DisGeNET,35,Icterus,,-3.4,8.3,5.7,30284,241,76,5,6.6,2.8,1543|6581|8856|11093|54658,CYP1A1|SLC22A3|NR1I2|ADAMTS13|UGT1A1,-0.96,0
1,-3.4,C0349204,M1,1,0,DisGeNET,35,Nonorganic psychosis,,-3.4,6.4,5.2,30284,376,76,6,7.9,3.1,1917|6581|7412|8140|8856|9518,EEF1A2|SLC22A3|VCAM1|SLC7A5|NR1I2|GDF15,-0.95,0
1,-3.4,C0022602,M1,1,0,DisGeNET,35,Actinic keratosis,,-3.4,12,6.3,30284,136,76,4,5.3,2.6,360|1591|5465|5743,AQP3|CYP24A1|PPARA|PTGS2,-0.94,0
1,-3.4,C0038358,M1,1,0,DisGeNET,35,Gastric ulcer,,-3.4,12,6.3,30284,136,76,4,5.3,2.6,4586|5743|7032|7412,MUC5AC|PTGS2|TFF2|VCAM1,-0.94,0
1,-3.4,C0598608,M1,1,0,DisGeNET,35,Hyperhomocysteinemia,,-3.4,8.1,5.6,30284,246,76,5,6.6,2.8,1543|5465|5743|7412|8878,CYP1A1|PPARA|PTGS2|VCAM1|SQSTM1,-0.94,0
1,-3.4,C0038013,M1,1,0,DisGeNET,35,Ankylosing spondylitis,,-3.4,4.5,4.7,30284,710,76,8,11,3.5,1543|1545|1591|5743|7433|8878|9518|25987,CYP1A1|CYP1B1|CYP24A1|PTGS2|VIPR1|SQSTM1|GDF15|TSKU,-0.93,0
1,-3.4,C0011265,M1,1,0,DisGeNET,35,Presenile dementia,,-3.4,4.5,4.7,30284,716,76,8,11,3.5,1917|5465|5743|7412|8856|8878|9518|11093,EEF1A2|PPARA|PTGS2|VCAM1|NR1I2|SQSTM1|GDF15|ADAMTS13,-0.91,0
1,-3.4,C0856169,M1,1,0,DisGeNET,35,Endothelial dysfunction,,-3.4,4.5,4.7,30284,716,76,8,11,3.5,290|5743|7412|8856|8878|9518|11093|80274,ANPEP|PTGS2|VCAM1|NR1I2|SQSTM1|GDF15|ADAMTS13|SCUBE1,-0.91,0
1,-3.4,C0020488,M1,1,0,DisGeNET,35,Hypernatremia,,-3.4,20,7.4,30284,59,76,3,3.9,2.2,360|5743|6550,AQP3|PTGS2|SLC9A3,-0.9,0
1,-3.3,C0014173,M1,1,0,DisGeNET,35,Endometrial Hyperplasia,,-3.3,11,6.1,30284,143,76,4,5.3,2.6,1543|5465|5743|8878,CYP1A1|PPARA|PTGS2|SQSTM1,-0.89,0
1,-3.3,C0027498,M1,1,0,DisGeNET,35,Nausea and vomiting,,-3.3,7.8,5.5,30284,257,76,5,6.6,2.8,1543|5743|8856|8878|9518,CYP1A1|PTGS2|NR1I2|SQSTM1|GDF15,-0.88,0
1,-3.3,C0220641,M1,1,0,DisGeNET,35,Lip and Oral Cavity Carcinoma,,-3.3,4.3,4.6,30284,734,76,8,11,3.5,360|1543|1591|5465|5743|8878|9518|57491,AQP3|CYP1A1|CYP24A1|PPARA|PTGS2|SQSTM1|GDF15|AHRR,-0.87,0
1,-3.3,C0033975,M1,1,0,DisGeNET,35,Psychotic Disorders,,-3.3,5,4.8,30284,559,76,7,9.2,3.3,1917|6581|7412|8140|8856|8878|9518,EEF1A2|SLC22A3|VCAM1|SLC7A5|NR1I2|SQSTM1|GDF15,-0.87,0
1,-3.3,C0220668,M1,1,0,DisGeNET,35,Congenital contractural arachnodactyly,,-3.3,5,4.8,30284,559,76,7,9.2,3.3,2069|4586|5743|6520|6581|7032|8140,EREG|MUC5AC|PTGS2|SLC3A2|SLC22A3|TFF2|SLC7A5,-0.87,0
1,-3.3,C4321477,M1,1,0,DisGeNET,35,Sickle Cell-SS Disease,,-3.3,19,7.2,30284,62,76,3,3.9,2.2,7412|9518|54658,VCAM1|GDF15|UGT1A1,-0.87,0
1,-3.3,C1762616,M1,1,0,DisGeNET,35,"Meningioma, benign, no ICD-O subtype",,-3.3,5.9,5,30284,404,76,6,7.9,3.1,290|1543|1545|5465|5743|25976,ANPEP|CYP1A1|CYP1B1|PPARA|PTGS2|TIPARP,-0.87,0
1,-3.3,C0278877,M1,1,0,DisGeNET,35,Adult Meningioma,,-3.3,5.9,5,30284,405,76,6,7.9,3.1,290|1543|1545|5465|5743|25976,ANPEP|CYP1A1|CYP1B1|PPARA|PTGS2|TIPARP,-0.87,0
1,-3.3,C0742343,M1,1,0,DisGeNET,35,Acute Chest Syndrome,,-3.3,5.9,5,30284,405,76,6,7.9,3.1,1543|5465|5743|7412|9518|51703,CYP1A1|PPARA|PTGS2|VCAM1|GDF15|ACSL5,-0.87,0
1,-3.3,C0010692,M1,1,0,DisGeNET,35,Cystitis,,-3.3,11,6,30284,149,76,4,5.3,2.6,4586|5743|6581|8878,MUC5AC|PTGS2|SLC22A3|SQSTM1,-0.87,0
1,-3.3,C0314719,M1,1,0,DisGeNET,35,Dryness of eye,,-3.3,11,6,30284,149,76,4,5.3,2.6,4586|5465|5743|8878,MUC5AC|PPARA|PTGS2|SQSTM1,-0.87,0
1,-3.3,C0334037,M1,1,0,DisGeNET,35,Intestinal metaplasia,,-3.3,7.5,5.3,30284,266,76,5,6.6,2.8,4586|5743|7032|9518|51703,MUC5AC|PTGS2|TFF2|GDF15|ACSL5,-0.86,0
1,-3.2,C0085096,M1,1,0,DisGeNET,35,Peripheral Vascular Diseases,,-3.2,11,5.9,30284,150,76,4,5.3,2.6,1543|7412|11093|54658,CYP1A1|VCAM1|ADAMTS13|UGT1A1,-0.86,0
1,-3.2,C0029182,M1,1,0,DisGeNET,35,orbit (eye disorders),,-3.2,19,7.1,30284,64,76,3,3.9,2.2,8856|8878|9518,NR1I2|SQSTM1|GDF15,-0.86,0
1,-3.2,C0019193,M1,1,0,DisGeNET,35,"Hepatitis, Toxic",,-3.2,5.8,4.9,30284,412,76,6,7.9,3.1,4938|5465|5743|8856|9615|84913,OAS1|PPARA|PTGS2|NR1I2|GDA|ATOH8,-0.85,0
1,-3.2,C4279912,M1,1,0,DisGeNET,35,Chemically-Induced Liver Toxicity,,-3.2,5.8,4.9,30284,412,76,6,7.9,3.1,4938|5465|5743|8856|9615|84913,OAS1|PPARA|PTGS2|NR1I2|GDA|ATOH8,-0.85,0
1,-3.2,C0376154,M1,1,0,DisGeNET,35,Skin callus,,-3.2,10,5.9,30284,153,76,4,5.3,2.6,1591|5743|8878|54658,CYP24A1|PTGS2|SQSTM1|UGT1A1,-0.85,0
