_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-3.1,C0024232,M1,1,0,DisGeNET,35,Lymphatic Metastasis,,-3.1,5.4,4.7,30284,463,73,6,8.2,3.2,857|4288|5347|7298|11065|22974,CAV1|MKI67|PLK1|TYMS|UBE2C|TPX2,-0.73,0
1,-3,C4721414,M1,1,0,DisGeNET,35,Mantle cell lymphoma,,-3,5.4,4.6,30284,465,73,6,8.2,3.2,991|3930|5347|7042|22974|51053,CDC20|LBR|PLK1|TGFB2|TPX2|GMNN,-0.72,0
1,-3,C0019348,M1,1,0,DisGeNET,35,Herpes Simplex Infections,,-3,4.5,4.4,30284,644,73,7,9.6,3.4,1154|3148|3930|4001|7298|10051|283120,CISH|HMGB2|LBR|LMNB1|TYMS|SMC4|H19,-0.72,0
1,-3,C0036631,M1,1,0,DisGeNET,35,Seminoma,,-3,6.7,4.9,30284,311,73,5,6.8,3,1154|4254|4751|9232|283120,CISH|KITLG|NEK2|PTTG1|H19,-0.71,0
1,-3,C0032927,M1,1,0,DisGeNET,35,Precancerous Conditions,,-3,5.3,4.6,30284,471,73,6,8.2,3.2,857|1154|1356|1462|3485|29128,CAV1|CISH|CP|VCAN|IGFBP2|UHRF1,-0.7,0
1,-3,C0278601,M1,1,0,DisGeNET,35,Inflammatory Breast Carcinoma,,-3,9.1,5.4,30284,183,73,4,5.5,2.7,857|1894|11065|51203,CAV1|ECT2|UBE2C|NUSAP1,-0.69,0
1,-3,C0677936,M1,1,0,DisGeNET,35,Refractory cancer,,-3,9,5.4,30284,184,73,4,5.5,2.7,5347|7298|8836|29128,PLK1|TYMS|GGH|UHRF1,-0.68,0
1,-3,C0205969,M1,1,0,DisGeNET,35,Thymic Carcinoma,,-3,15,6.3,30284,82,73,3,4.1,2.3,4254|7298|8836,KITLG|TYMS|GGH,-0.68,0
1,-3,C0740457,M1,1,0,DisGeNET,35,Malignant neoplasm of kidney,,-3,4.4,4.3,30284,664,73,7,9.6,3.4,857|1462|7298|9232|22943|27122|29128,CAV1|VCAN|TYMS|PTTG1|DKK1|DKK3|UHRF1,-0.66,0
1,-3,C0220620,M1,1,0,DisGeNET,35,Gastrointestinal Carcinoid Tumor,,-3,6.4,4.8,30284,323,73,5,6.8,3,1154|4254|4288|7042|27122,CISH|KITLG|MKI67|TGFB2|DKK3,-0.66,0
1,-2.9,C0007124,M1,1,0,DisGeNET,35,Noninfiltrating Intraductal Carcinoma,,-2.9,5.1,4.5,30284,486,73,6,8.2,3.2,857|1154|3838|3930|4288|4751,CAV1|CISH|KPNA2|LBR|MKI67|NEK2,-0.65,0
1,-2.9,C1368683,M1,1,0,DisGeNET,35,Epithelioma,,-2.9,6.4,4.8,30284,326,73,5,6.8,3,857|4254|5347|7042|7298,CAV1|KITLG|PLK1|TGFB2|TYMS,-0.65,0
1,-2.9,C4722099,M1,1,0,DisGeNET,35,High grade glioma,,-2.9,8.7,5.3,30284,190,73,4,5.5,2.7,1462|1894|3485|7042,VCAN|ECT2|IGFBP2|TGFB2,-0.65,0
1,-2.9,C0002170,M1,1,0,DisGeNET,35,Alopecia,,-2.9,5.1,4.5,30284,490,73,6,8.2,3.2,332|1356|7042|7298|22943|79801,BIRC5|CP|TGFB2|TYMS|DKK1|SHCBP1,-0.64,0
1,-2.9,C0021843,M1,1,0,DisGeNET,35,Intestinal Obstruction,,-2.9,14,6.1,30284,87,73,3,4.1,2.3,4254|7298|115019,KITLG|TYMS|SLC26A9,-0.63,0
1,-2.9,C0085215,M1,1,0,DisGeNET,35,"Ovarian Failure, Premature",,-2.9,6.2,4.7,30284,333,73,5,6.8,3,857|4254|7298|22943|283120,CAV1|KITLG|TYMS|DKK1|H19,-0.62,0
1,-2.9,C0279680,M1,1,0,DisGeNET,35,Transitional cell carcinoma of bladder,,-2.9,6.2,4.7,30284,333,73,5,6.8,3,857|11065|29128|54443|55165,CAV1|UBE2C|UHRF1|ANLN|CEP55,-0.62,0
1,-2.9,C0030305,M1,1,0,DisGeNET,35,Pancreatitis,,-2.9,5,4.4,30284,502,73,6,8.2,3.2,857|991|7018|7298|54443|259266,CAV1|CDC20|TF|TYMS|ANLN|ASPM,-0.6,0
1,-2.9,C0003962,M1,1,0,DisGeNET,35,Ascites,,-2.9,8.4,5.1,30284,198,73,4,5.5,2.7,3930|7298|29028|55165,LBR|TYMS|ATAD2|CEP55,-0.6,0
1,-2.9,C0278660,M1,1,0,DisGeNET,35,Adult Synovial Sarcoma,,-2.9,8.4,5.1,30284,198,73,4,5.5,2.7,4288|5347|9837|79801,MKI67|PLK1|GINS1|SHCBP1,-0.6,0
1,-2.9,C0279982,M1,1,0,DisGeNET,35,Childhood Synovial Sarcoma,,-2.9,8.4,5.1,30284,198,73,4,5.5,2.7,4288|5347|9837|79801,MKI67|PLK1|GINS1|SHCBP1,-0.6,0
1,-2.9,C0220636,M1,1,0,DisGeNET,35,Malignant neoplasm of salivary gland,,-2.9,14,6,30284,91,73,3,4.1,2.3,1462|3485|259266,VCAN|IGFBP2|ASPM,-0.59,0
1,-2.9,C0151779,M1,1,0,DisGeNET,35,Cutaneous Melanoma,,-2.9,4.9,4.4,30284,507,73,6,8.2,3.2,4288|4751|5347|7298|9232|146909,MKI67|NEK2|PLK1|TYMS|PTTG1|KIF18B,-0.59,0
1,-2.8,C2363741,M1,1,0,DisGeNET,35,HIV-1 infection,,-2.8,4.2,4.2,30284,695,73,7,9.6,3.4,332|890|3930|5347|27122|29028|55165,BIRC5|CCNA2|LBR|PLK1|DKK3|ATAD2|CEP55,-0.59,0
1,-2.8,C0220756,M1,1,0,DisGeNET,35,"Niemann-Pick Disease, Type C",,-2.8,8.3,5.1,30284,201,73,4,5.5,2.7,857|1356|27122|283120,CAV1|CP|DKK3|H19,-0.59,0
1,-2.8,C0221170,M1,1,0,DisGeNET,35,Muscular stiffness,,-2.8,14,5.9,30284,92,73,3,4.1,2.3,857|3930|283120,CAV1|LBR|H19,-0.59,0
