_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-4.9,M39251,M1,1,0,Cell Type Signatures,7,MENON FETAL KIDNEY 1 EMBRYONIC RED BLOOD CELLS,,-4.9,16,8.5,30284,126,73,5,6.8,3,3148|4288|9232|10051|51203,HMGB2|MKI67|PTTG1|SMC4|NUSAP1,-2.2,0
1,-4.9,M39053,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HRGL2C,,-4.9,8.9,7.1,30284,326,73,7,9.6,3.4,332|1063|3485|9837|25840|29128|51203,BIRC5|CENPF|IGFBP2|GINS1|TMT1A|UHRF1|NUSAP1,-2.2,0
1,-4.7,M41673,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG MYOFIBROBLAST CELL,,-4.7,26,9.7,30284,65,73,4,5.5,2.7,1462|8507|27122|51435,VCAN|ENC1|DKK3|SCARA3,-2.1,0
1,-4,M39218,M1,1,0,Cell Type Signatures,7,ZHENG CORD BLOOD C9 GRANULOCYTE MACROPHAGE PROGENITOR,,-4,17,7.7,30284,100,73,4,5.5,2.7,332|1063|1356|4288,BIRC5|CENPF|CP|MKI67,-1.5,0
1,-3.6,M39175,M1,1,0,Cell Type Signatures,7,MURARO PANCREAS MESENCHYMAL STROMAL CELL,,-3.6,4.9,5,30284,680,73,8,11,3.7,857|1462|3672|4254|8507|10051|27122|51435,CAV1|VCAN|ITGA1|KITLG|ENC1|SMC4|DKK3|SCARA3,-1.2,0
1,-3.3,M39209,M1,1,0,Cell Type Signatures,7,HAY BONE MARROW STROMAL,,-3.3,4.3,4.6,30284,765,73,8,11,3.7,857|1356|3485|3672|4254|7018|51435|79642,CAV1|CP|IGFBP2|ITGA1|KITLG|TF|SCARA3|ARSJ,-0.91,0
1,-3.1,M39115,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C11 HEPATOCYTES 1,,-3.1,7,5.1,30284,298,73,5,6.8,3,1356|3485|7018|8836|25840,CP|IGFBP2|TF|GGH|TMT1A,-0.77,0
1,-2.7,M40011,M1,1,0,Cell Type Signatures,7,BUSSLINGER GASTRIC METALLOTHIONEIN CELLS,,-2.7,12,5.6,30284,100,73,3,4.1,2.3,3485|25840|340547,IGFBP2|TMT1A|VSIG1,-0.51,0
1,-2.7,M39119,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C17 HEPATOCYTES 3,,-2.7,12,5.6,30284,102,73,3,4.1,2.3,1356|3485|7018,CP|IGFBP2|TF,-0.49,0
1,-2.6,M39310,M1,1,0,Cell Type Signatures,7,CUI DEVELOPING HEART TRABECULAR VENTRICULAR CARDIOMYOCYTE,,-2.6,11,5.3,30284,110,73,3,4.1,2.3,1462|3838|51053,VCAN|KPNA2|GMNN,-0.44,0
